Source,ID_Type,ID,Title,Abstract,Authors,Journal,Year,Volume,Issue,Pages,URL,Publication_Type,Study_Type,MeSH_Terms,Keywords,Open_Access,PMC_Link,PDF_Link,Country,Language,Date_Online,Date_Publication,Citations_Scholar,Funding,Conflict_Interest,DOI,Included,Screening_Reason
PubMed,PMID/DOI,23887679,Survey of anesthesiologists practicing in American neurointensive care units as neurointensivists.,"A group of anesthesiologists practice as intensivists in neurointensive care units (NeuroICU). The current nature and implications of the role of anesthesiology-based neurointensivist remain unclear. The purpose of this survey was to assess today's practice environment of anesthesiology-based neurointensivists as a framework for future study. During the period between January 2011 and March 2011, we identified anesthesiologists who provide patient care in specialized NeuroICUs in the United States. We used an online, 15-question survey to gauge the environment and their role in the delivery of care to critically ill patients admitted to NeuroICUs. Of the 104 NeuroICUs in the United States, 22 institutions include anesthesiology-based neurointensivists (n=41). With a response from 33 of 41 requested surveys, anesthesiology-based neurointensivists reported that background training and roles for providing patient care in the NeuroICU setting varied widely between institutions. In contrast, these practices were similar in providing 24-hour coverage (76%), working with neurosurgical (88%) and anesthesiology residents (85%), and having critical-care fellowship training (97%). Almost all surveyed individuals practice both neurocritical care and anesthesia in the operating room, and 76% reported satisfaction with their working environment in the NeuroICU relative to other responsibilities. Anesthesiology-based neurointensivists currently represent a small subgroup within the rapidly growing neurointensivist workforce in the United States and consider neurocritical care a valuable aspect of their career. Promoting subspecialty training in neurocritical care among anesthesiologists may provide an opportunity for new patient-care frontiers and address the increasing need for NeuroICU physicians.",James Michael L; Dority Jeremy; Gray Marisa C; Bellows Steven T; McDonagh David L; Brambrink Ansgar M,Journal of neurosurgical anesthesiology,2014.0,26,1,11-6,https://pubmed.ncbi.nlm.nih.gov/23887679/,"Journal Article; Research Support, Non-U.S. Gov't",,Anesthesiology; Critical Care; Data Collection; Intensive Care Units; Internship and Residency; Nervous System Diseases; Physicians; Surveys and Questionnaires; United States; Workforce,,,,,,eng,,,,,,,False,"The study focuses on anesthesiologists' roles and training in NeuroICUs, not on family members' perceptions, experiences, or psychological impacts. It lacks a family perspective as required by inclusion criteria."
PubMed,PMID/DOI,22810254,Surrogate decision making in neurocritical care.,"Patients with critical neurologic illness typically have impaired capacity to make their own medical decisions. In these cases, neurologists need to make medical decisions based on advance directives (such as a living will) or the decisions of a surrogate. A hypothetical case of a 60-year-old man with an intracerebral hemorrhage is used to highlight some of the difficulties that can occur when attempting to apply general statements made in a living will to a specific medical treatment decision. The ethical and legal issues surrounding surrogate decision making as they apply to acute critical neurologic disease are discussed, along with suggestions for how to resolve potential disagreements.",Adelman Eric E; Zahuranec Darin B,"Continuum (Minneapolis, Minn.)",2012.0,18,3,655-8,https://pubmed.ncbi.nlm.nih.gov/22810254/,Journal Article; Review,,Brain Diseases; Critical Care; Decision Making; Emotions; Family Relations; Humans; Informed Consent; Living Wills; Mental Competency; Negotiating; Patient Preference; Personal Autonomy; Professional-Family Relations; Third-Party Consent,,,,,,eng,,,,,,,False,"The paper focuses on ethical and legal aspects of surrogate decision-making rather than the psychological experience, needs, or perspectives of family members. It lacks direct analysis of family caregivers' satisfaction, anxiety, burden, or other relevant psychological impacts."
PubMed,PMID/DOI,22096768,Resource utilization in the management of traumatic brain injury patients in a critical care unit: An audit from a rural set-up of a developing country.,"Neurosurgical patients including patients with severe head injury are at risk of developing respiratory complications. These can adversely affect the outcome and can result in poor survival. Many studies confirm that tracheostomy is a safe, effective method of airway management for patients with severe head, facial and multisystem organ trauma. To know the indications for performing early tracheostomy and its outcome. Retrospective data analysis. The present study is a retrospective analysis of all patients who were admitted with the diagnosis of head injury between January 2007 and December 2009 and underwent tracheostomy at a rural tertiary care trauma center of Central India. During the study period, a total of 40 patients with head injury underwent tracheostomy. All the patients sustained head injury in road traffic accidents. The mean age of the patients was 37.6 years (range 14-75 years, standard deviation 14 ± 14.9 years). Maximum number of patients were in their third decade of life, followed by those in the fifth and fourth decades. There were 36 males and 4 females. Tracheostomy was performed in 30 patients with severe head injury, 9 patients with moderate head injury and in only one case of mild head injury as the patient had multiple facial injuries compromising the airway. Neurocritical care is a relatively new field in India, and the facilities for critical neurosurgical patients are available only in a very few tertiary care centers mainly serving the urban areas. In the present study, we discuss our limited experience with tracheostomy in patients with head injury while facing the challenge of limited resources.",Agrawal Amit; Baisakhiya Nitish; Kakani Anand; Nagrale Manda,International journal of critical illness and injury science,2011.0,1,1,13-6,https://pubmed.ncbi.nlm.nih.gov/22096768/,Journal Article,,,,,,,,eng,,,,,,,False,"The paper focuses on medical outcomes (tracheostomy indications and outcomes) without addressing family perspectives, satisfaction, needs, or psychological impacts as required by inclusion criteria."
PubMed,PMID/DOI,20673358,Retrospective agreement and consent to neurocritical care is influenced by functional outcome.,"Only limited data are available on consent and satisfaction of patients receiving specialized neurocritical care. In this study we (i) analyzed the extent of retrospective consent to neurocritical care--given by patients or their relatives--depending on functional outcome one year after hospital stay, and (ii) identified predisposing factors for retrospective agreement to neurocritical care. We investigated 704 consecutive patients admitted to a nonsurgical neurocritical care unit over a period of 2 years (2006 through 2007). Demographic and clinical parameters were analyzed, and the patients were grouped according to their diagnosis. Functional outcome, retrospective consent to neurocritical care, and satisfaction with hospital stay was obtained by mailed standardized questionnaires. Logistic regression analyses were calculated to determine independent predictors for consent. High consent and satisfaction after neurointensive care (91% and 90%, respectively) was observed by those patients who reached an independent life one year after neurointensive care unit (ICU) stay. However, only 19% of surviving patients who were functionally dependent retrospectively agreed to neurocritical care. Unfavorable functional outcome and the diagnosis of stroke were independent predictors for missing retrospective consent. Retrospective agreement to neurocritical care is influenced by functional outcome. Especially in severely affected stroke patients who cannot communicate their preferences regarding life-sustaining therapy, neurocritical care physicians should balance the expected burdens and benefits of treatment to meet the patients' putative wishes. Efforts should be undertaken to identify predictors for severe disability after neurocritical care.",Kiphuth Ines C; Köhrmann Martin; Kuramatsu Joji B; Mauer Christoph; Breuer Lorenz; Schellinger Peter D; Schwab Stefan; Huttner Hagen B,"Critical care (London, England)",2010.0,14,4,R144,https://pubmed.ncbi.nlm.nih.gov/20673358/,Journal Article,,"Adolescent; Adult; Aged; Aged, 80 and over; Chi-Square Distribution; Critical Care; Female; Humans; Informed Consent; Intensive Care Units; Logistic Models; Male; Middle Aged; Nervous System Diseases; Patient Satisfaction; Retrospective Studies; Statistics, Nonparametric; Treatment Outcome; Young Adult",,,,,,eng,,,,,,,True,"The paper examines retrospective consent to neurocritical care in adult patients (>=18 years) and their relatives, focusing on factors influencing agreement and satisfaction. It includes mixed-methods elements (clinical outcomes + family perspective) and is in English, meeting inclusion criteria."
PubMed,PMID/DOI,19376988,Redesigning the neurocritical care unit to enhance family participation and improve outcomes.,"Emory University Hospital recently converted its neurocritical care unit into an environment that enhances involvement of the patient's family. Each patient room now has an adjacent family area with comfortable accommodations for daytime and nighttime use. The new unit design, which drew from evidence on the impact of the physical environment on patient outcomes, facilitates better interactions between families and the medical team, and early studies show that patient satisfaction and staff satisfaction have increased. This article describes the impetus for and process of the unit redesign, as well as initial results and lessons learned.",Samuels Owen,Cleveland Clinic journal of medicine,2009.0,76 Suppl 2,,S70-4,https://pubmed.ncbi.nlm.nih.gov/19376988/,Case Reports; Journal Article,,Adult; Critical Care; Family; Health Facility Environment; Humans; Intensive Care Units; Male; Nervous System Diseases; Professional-Family Relations; Treatment Outcome,,,,,,eng,,,,,,,True,"The paper focuses on family participation in a Neuro-ICU redesign, addressing their perception and satisfaction. It includes adult patients and examines psychological impact, meeting all inclusion criteria."
PubMed,PMID,17099258,Repeat percutaneous tracheostomy in the neurocritically ill patient.,"Percutaneous tracheostomy is a widely used and accepted method for long-term mechanical ventilation and airway protection. Neurocritically ill patients sometimes require repeat tracheostomy, which is traditionally considered a relative contraindication for percutaneous procedure. The aim of this study was to determine the safety of repeat percutaneous tracheostomy in neurocritically ill patients with a history of previous tracheostomy. In the 16-bed academic neurointensive care unit, we prospectively enrolled patients who needed new tracheostomy placement for airway protection or prolonged mechanical ventilation and had previously undergone percutaneous tracheostomy placement. We collected data on indications, procedure, periprocedural complications, and outcome of repeated tracheostomy. Between January 2001 and October 2005, we enrolled 12 consecutive patients (mean age 35.4 +/- 7.0 years) who underwent repeat percutaneous tracheostomy. Head injury was the most common underlying diagnosis (seven patients, 58%). Tracheostomy tube placement was easy and successful in all patients, and none of the patients needed conversion to surgical tracheostomy. In three patients, ultrasound-guided needle aspiration was used before the procedure to confirm the position of the trachea. No patients died or experienced serious complication related to the procedure. Two patients (17%) had a minor periprocedural bleeding, which was controlled with local compression. Long-term outcome was poor, with only two patients alive and off the ventilator at hospital discharge, both with serious disability. Repeat percutaneous tracheostomy can be performed safely in neurocritically ill patients who have undergone previous tracheostomy.",Yilmaz Murat; Dosemeci Levent; Cengiz Melike; Sanli Suat; Gajic Ognjen; Ramazanoglu Atilla,Neurocritical care,2006.0,5,2,120-3,https://pubmed.ncbi.nlm.nih.gov/17099258/,Journal Article,,"Adult; Critical Care; Female; Humans; Intensive Care Units; Male; Middle Aged; Reoperation; Respiration, Artificial; Retrospective Studies; Tracheostomy; Treatment Outcome",,,,,,eng,,,,,,,False,"The study focuses on clinical outcomes (safety and success of repeat tracheostomy) without addressing family perspectives, psychological impacts, or caregiver experiences. It lacks focus on perception, satisfaction, anxiety, depression, or burden as required by inclusion criteria."
PubMed,PMID,15233414,"Experiences of families in the neurological ICU: a ""bedside phenomenon"".","This study explores the experiences of family members of patients with an emergent admission into a neurological intensive care unit. A descriptive, exploratory, multiple-case design was used. Participant observation and semistructured interviews were used to capture the experiences of families. Analysis revealed the ""bedside phenomenon,"" which offers insight into families' desire to be at the bedside. The phenomenon is twofold, in that families are motivated by two goals to be at the bedside: They want to ensure their loved one is receiving the best care possible, and they want to maintain a connection with the person. Nurses who understand and recognize this phenomenon may be better positioned to work with families to achieve these goals.",Lam Pikka; Beaulieu Marcia,The Journal of neuroscience nursing : journal of the American Association of Neuroscience Nurses,2004.0,36,3,"142-6, 151-5",https://pubmed.ncbi.nlm.nih.gov/15233414/,Journal Article,,"Adult; Aged; Central Nervous System Diseases; Critical Care; Family; Female; Humans; Intensive Care Units; Male; Middle Aged; Nursing Methodology Research; Specialties, Nursing; Visitors to Patients",,,,,,eng,,,,,,,True,"The paper focuses on family experiences in a neurological ICU, aligning with inclusion criteria for adult patients, family perspectives, and qualitative study design. It addresses psychological aspects (connection, care goals) without excluding clinical populations or violating language/study type criteria."
PubMed,PMID,10553571,Living a nightmare: family experiences of waiting following neurological crisis.,"This study examined the waiting experiences of 12 families following a sudden unexpected neurological intensive care unit (ICU) hospitalization. Using a phenomenological approach, family experiences were collected and analyzed. The major themes of uncertainty and searching for meaning depict the lifeworld of family waiting during critical illness. By understanding and entering a family's experience of waiting, ICU nurses can have a pivotal role in empowering families.",Plowfield L A,The Journal of neuroscience nursing : journal of the American Association of Neuroscience Nurses,1999.0,31,4,231-8,https://pubmed.ncbi.nlm.nih.gov/10553571/,Journal Article,,"Adaptation, Psychological; Adolescent; Adult; Aged; Central Nervous System Diseases; Crisis Intervention; Critical Care; Family; Female; Humans; Male; Middle Aged; Nurse-Patient Relations; Prognosis",,,,,,eng,,,,,,,True,"The study focuses on family experiences during a neurological crisis (adult patients in Neuro-ICU), addresses psychological aspects (uncertainty, anxiety), and uses a qualitative methodology. It meets all inclusion criteria and excludes none."
PubMed,PMID,9380211,[Treatment of patients with thromboses of the basilar artery and locked-in syndrome. An ethical dilemma].,"Decisions regarding the extent of treatment of severely ill patients can be an ethical dilemma when life-prolonging intensive care contradicts the goal of avoiding unnecessary suffering on the part of the patient. Here we present the results of a written survey of physicians on neurological intensive care units in Germany regarding the treatment of patients with basilar artery thrombosis and locked-in syndrome. 52% of the 93 physicians who replied advocated not treating severe infections with antibiotics, 38% were in favor of stopping intensive care. In contrast, 55% recommended intubating the patient in the presence of swallowing disturbances and imminent aspiration. 58% were in favor of discussing these problems in detail with the patient, and 87% advocated discussing them with relatives. Nearly all physicians (97%) recommended using adequate amounts of opiates and benzodiazepines. In very rare cases, 99% would agree to the use of passive euthanasia and 19% to active euthanasia. These findings illustrate the current disagreement on some of the important treatment decisions among physicians on neurological intensive care units. An open exchange of views on these questions could facilitate the appropriate consideration of ethical matters in the treatment of these patients.",Thiel A; Schmidt H; Prange H; Nau R,Der Nervenarzt,1997.0,68,8,653-8,https://pubmed.ncbi.nlm.nih.gov/9380211/,Case Reports; Journal Article,,"Adult; Attitude of Health Personnel; Basilar Artery; Contraindications; Critical Care; Ethics, Medical; Female; Humans; Intracranial Embolism and Thrombosis; Life Support Care; Male; Medical Futility; Middle Aged; Quadriplegia; Thrombolytic Therapy; Vertebrobasilar Insufficiency",,,,,,ger,,,,,,,False,"The study focuses on physicians' ethical decision-making regarding treatment of basilar artery thrombosis and locked-in syndrome, not family members' experiences, needs, or psychological impacts. It lacks focus on the family perspective required by inclusion criteria."
PubMed,PMID,8705943,Nursing case management: relationships as a strategy to improve care.,"MULTIPLE TRANSFERS, MULTIPLE caregivers, and an unpredictable hospital course may result in ineffective communication among patients, families, and the healthcare team, and a fragmented plan of care for complex patients. To address these concerns, CNSs in a tertiary hospital developed a nursing case management model for patients in a medical-surgical-neurological intensive care unit. Long-term relationships between nursing case managers (NCMs), patients, and families grounded the model. The NCM crossed traditional unit boundaries with the patient, improving communication among patient, family, and the healthcare team. Evaluation of the NCM's experience suggested four types of interventions: (a) telling the story, (b) advancing the plan of care, (c) maintaining values and beliefs, and (d) assisting with options and decisions. Case studies illustrate these interventions and demonstrate cost savings.",Sohl-Kreiger R; Lagaard M W; Scherrer J,Clinical nurse specialist CNS,1996.0,10,2,107-13,https://pubmed.ncbi.nlm.nih.gov/8705943/,Case Reports; Journal Article,,"Case Management; Critical Care; Female; Humans; Job Description; Middle Aged; Models, Nursing; Nurse Clinicians; Nurse-Patient Relations; Outcome and Process Assessment, Health Care; Quality Assurance, Health Care",,,,,,eng,,,,,,,True,"The paper focuses on family-cared communication and psychological aspects in Neuro-ICU settings, meeting inclusion criteria for adult patients, family involvement, and psychological impact. The study type (case management model evaluation) is not excluded."
PubMed,PMID,1786787,[Experience with flash-evoked visual potentials in unconscious patients in the neurologic intensive care station].,"Evoked potential monitoring has become a widely used procedure in the evaluation of stuporous patients on neurological intensive care units. Currently BAEP and SEP are preferentially employed. VEP monitoring is a relatively uncommon procedure, because late evoked potentials tend to be relatively unstable, varying in amplitude to a moderate extend from changes of temperature, drugs, attention and the level of consciousness. A valuable approach of VEP monitoring on intensive care units are structures of the visual system at risk in vascular disease of the vertebrobasilar system or during evaluated intracranial pressure (EIP). This study uses the data of 20 stuporous patients presenting with either intracranial mass lesions or vascular diseases of the vertebrobasilar system and 20 control persons. Light emitting diode (LED)-VEP are compared with checkerboard stimulation in control persons using the technique of cross-correlation. The comparison of the control group with patients using LED-VEP allows definition of limits for normal variation as a base for identification of significant changes. Despite methodical restrictions of LED-VEP, our results are in favour of serial studies in patients with EIP. There are no corresponding findings in LED-VEP and vascular lesions of the retrochiasmatic visual system.",Krieger D; Adams H P; Hacke W,"EEG-EMG Zeitschrift fur Elektroenzephalographie, Elektromyographie und verwandte Gebiete",1991.0,22,4,246-53,https://pubmed.ncbi.nlm.nih.gov/1786787/,English Abstract; Journal Article,,"Adult; Aged; Critical Care; Evoked Potentials, Visual; Humans; Middle Aged; Monitoring, Intraoperative; Unconsciousness",,,,,,ger,,,,,,,False,"The study focuses on technical aspects of evoked potential monitoring in patients with brain injuries, not on family members' experiences, needs, or psychological impacts. The focus is purely clinical (e.g., EIP monitoring) without a family perspective."
Google Scholar,DOI,10.1016/j.ijnss.2015.07.001,Psychological state and needs of family member caregivers for victims of traumatic brain injury: A cross-sectional descriptive study,"… severity of traumatic brain injury on the psychological state and demands of family caregivers. 
Further, … Many families first experience denial of the injury's consequences for the affected …","W Liu, J Zhu, J Liu, Q Guo - International Journal of Nursing Sciences, 2015",Elsevier,2015.0,,,,https://www.sciencedirect.com/science/article/pii/S2352013215000630,,,,,Likely (PDF found),,https://www.sciencedirect.com/science/article/pii/S2352013215000630,,,,,,,,10.1016/j.ijnss.2015.07.001,False,
Google Scholar,DOI,10.1097/jnn.0b013e318234ea0b,Support for traumatic brain injury patients' family members in neurosurgical nursing: a systematic review,"… Traumatic brain injury (TBI) is a leading cause of death and disability around the globe. In 
… Men under the age of 45 years experience twice as many TBIs as do women and have a …","K Coco, K Tossavainen, JE Jääskeläinen… - Journal of …, 2011",journals.lww.com,2011.0,,,,https://journals.lww.com/jnnonline/fulltext/2011/12000/support_for_traumatic_brain_injury_patients_.9.aspx,,,,,Likely (PDF found),,https://www.academia.edu/download/46216552/Support_for_Traumatic_Brain_Injury_Patie20160603-3952-1a5coa2.pdf,,,,,,,,10.1097/jnn.0b013e318234ea0b,False,
Google Scholar,URL,https://aacnjournals.org/ccnonline/article-abstract/23/4/63/870,Needs of family members of patients with severe traumatic brain injury: Implications for evidence-based practice,"… traumatic brain injury are in … families of patients with severe traumatic brain injury may be 
overwhelmed by the patients’ critical, constantly changing status. While the families experience …","AE Bond, CRL Draeger, B Mandleco… - Critical care …, 2003",aacnjournals.org,,,,,https://aacnjournals.org/ccnonline/article-abstract/23/4/63/870,,,,,Likely (PDF found),,https://aacn-az.silverchair.com/ccnonline/article-pdf/23/4/63/110719/63.pdf,,,,,,,,,False,
Google Scholar,DOI,10.1007/s12028-016-0372-5,Post-traumatic stress disorder and complicated grief are common in caregivers of neuro-ICU patients,"… of reported satisfaction and positive experience with decision … The experience of ICU care 
clearly impacts families and … grief and PTSD in the family members of neuro-ICU patients. It is …","SA Trevick, AS Lord - Neurocritical Care, 2017",Springer,2017.0,,,,https://link.springer.com/article/10.1007/s12028-016-0372-5,,,,,,,,,,,,57.0,,,10.1007/s12028-016-0372-5,False,
Google Scholar,DOI,10.1016/j.ijnurstu.2021.104043,The experience of families following traumatic brain injury in adult populations: A meta-synthesis of narrative structures,"… for the terms ‘traumatic brain injury’, ‘family’ and ‘qualitative’. … of family members of adults 
with traumatic brain injury and had … , child or adolescent traumatic brain injury or disorders of …","CJ Whiffin, F Gracey, C Ellis-Hill - International journal of nursing studies, 2021",Elsevier,2021.0,,,,https://www.sciencedirect.com/science/article/pii/S0020748921001905,,,,,Likely (PDF found),,https://www.sciencedirect.com/science/article/pii/S0020748921001905,,,,,,,,10.1016/j.ijnurstu.2021.104043,False,
Google Scholar,DOI,10.1191/026921500666833742,An evaluation of neurobehavioural problems as perceived by family members and levels of family stress 1–3 years following traumatic brain injury in Japan,"… Objective: To ascertain the proportion of patients with traumatic brain injury (TBI) admitted 
to a Japanese district hospital and to evaluate the levels of stress and anxiety in families living …","Y Watanabe, A Shiel, T Asami, K Taki… - Clinical …, 2000",journals.sagepub.com,2000.0,,,,https://journals.sagepub.com/doi/abs/10.1191/026921500666833742,,,,,,,,,,,,54.0,,,10.1191/026921500666833742,False,
Google Scholar,DOI,10.1016/j.ijnurstu.2020.103846,The effect of family-centered sensory and affective stimulation on comatose patients with traumatic brain injury: a systematic review and meta-analysis,"… Outcome measures of the meta-analysis were the Glasgow Coma Scale scores, the Western 
Neuro Sensory Stimulation Profile scores, awakening time, and satisfaction rate. To explore …","J Zuo, Y Tao, M Liu, L Feng, Y Yang, L Liao - International Journal of …, 2021",Elsevier,2021.0,,,,https://www.sciencedirect.com/science/article/pii/S0020748920303370,,,,,,,,,,,,50.0,,,10.1016/j.ijnurstu.2020.103846,False,
Google Scholar,DOI,10.1375/brim.11.3.281,Caregivers of adults with traumatic brain injury: The emotional impact of transition from hospital to home,"… There is considerable evidence to suggest that caregivers of individuals with an ABI 
experience negative psychological outcomes that are inherently related to their caregiving role. …","B Turner, J Fleming, J Parry, M Vromans… - Brain …, 2010",cambridge.org,2010.0,,,,https://www.cambridge.org/core/journals/brain-impairment/article/caregivers-of-adults-with-traumatic-brain-injury-the-emotional-impact-of-transition-from-hospital-to-home/DCB9306B92150A401FE69BA310E8E10D,,,,,Likely (PDF found),,https://research-repository.griffith.edu.au/bitstreams/4a154551-d0e0-5530-9019-43c5c2368cb5/download,,,,,,,,10.1375/brim.11.3.281,False,
Google Scholar,DOI,10.1080/09638288.2019.1672109,"A retrospective study on the acceptability, feasibility, and effectiveness of LoveYourBrain Yoga for people with traumatic brain injury and caregivers","… People were eligible if they were a traumatic brain injury … We analyzed attendance, 
satisfaction, and mean differences in … traumatic brain injury and their caregivers often experience …","KZ Donnelly, K Baker, R Pierce… - Disability and …, 2021",Taylor & Francis,2021.0,,,,https://www.tandfonline.com/doi/abs/10.1080/09638288.2019.1672109,,,,,Likely (PDF found),,https://www.loveyourbrain.com/s/AretrospectivestudyontheacceptabilityfeasibilityandeffectivenessofLoveYourBrainYogaforpeoplewithtrau.pdf,,,,,,,,10.1080/09638288.2019.1672109,False,
Google Scholar,DOI,10.1016/j.apmr.2014.08.021,Health-related quality of life in caregivers of individuals with traumatic brain injury: development of a conceptual model,"… caregiver-specific anxiety/concerns, caregiver strain, and feelings of being trapped. 
Caregiver-specific anxiety/concerns were characterized by feelings of anxiety that were directly …","NE Carlozzi, AL Kratz, AM Sander… - Archives of physical …, 2015",Elsevier,2015.0,,,,https://www.sciencedirect.com/science/article/pii/S0003999314010351,,,,,Likely (PDF found),,https://pmc.ncbi.nlm.nih.gov/articles/PMC4276526/pdf/nihms-638633.pdf,,,,,,,,10.1016/j.apmr.2014.08.021,False,
Google Scholar,DOI,10.1016/0003-9993(94)90112-0,Family stressors in traumatic brain injury: a two-year follow-up,"… reported that at 3 to 7 years after injury 25% to 30% of family members experienced anxiety 
and depression sufficiently severe to warrant clinical intervention. Lezak et alI5 reported “…","KM Hall, P Karzmark, M Stevens, J Englander… - Archives of physical …, 1994",Elsevier,1994.0,,,,https://www.sciencedirect.com/science/article/pii/0003999394901120,,,,,,,,,,,,372.0,,,10.1016/0003-9993(94)90112-0,False,
Google Scholar,DOI,10.1016/j.jcrc.2013.11.022,Anxiety and depression symptoms among families of adult intensive care unit survivors immediately following brief length of stay,"… families from the Neuro ICU and MICU in particular to collect data from both a “co-managed” 
ICU model (eg, the Neuro ICU, … are admitted electively (eg, Neuro ICU) and one where most …","DY Hwang, D Yagoda, HM Perrey, PF Currier… - Journal of critical …, 2014",Elsevier,2014.0,,,,https://www.sciencedirect.com/science/article/pii/S0883944113004681,,,,,Likely (PDF found),,https://www.academia.edu/download/102411032/j.jcrc.2013.11.02220230519-1-u5pjtb.pdf,,,,,,,,10.1016/j.jcrc.2013.11.022,False,
Google Scholar,DOI,10.1080/09602011.2019.1620787,A predictive model of resilience among family caregivers supporting relatives with traumatic brain injury (TBI): A structural equation modelling approach,"… Caregivers can experience high rates of depression and anxiety (23%-50%) (Anderson et 
al., Citation2009; Anderson, Parmenter, & Mok, Citation2002; Ennis, Rosenbloom, Canzian, & …","MI Anderson, M Daher, GK Simpson - Neuropsychological …, 2020",Taylor & Francis,2020.0,,,,https://www.tandfonline.com/doi/abs/10.1080/09602011.2019.1620787,,,,,Likely (PDF found),,https://www.academia.edu/download/107847595/09602011.2019.162078720231126-1-s32u0k.pdf,,,,,,,,10.1080/09602011.2019.1620787,False,
Google Scholar,DOI,10.1007/s12028-019-00826-0,Post-intensive care syndrome: unique challenges in the neurointensive care unit,"… that are associated directly with the experience of a critical illness, we … outcomes among 
neurocritical care patients and families, … of recovery among critically ill patients and their families. …","JN LaBuzetta, J Rosand, AM Vranceanu - Neurocritical care, 2019",Springer,2019.0,,,,https://link.springer.com/article/10.1007/s12028-019-00826-0,,,,,Likely (PDF found),,https://pmc.ncbi.nlm.nih.gov/articles/PMC7007600/pdf/nihms-1066683.pdf,,,,,,,,10.1007/s12028-019-00826-0,False,
Google Scholar,DOI,10.3109/17549507.2011.549240,Experiences of care: Perspectives of carers of adults with traumatic brain injury,"… traumatic brain injury units in Australia and then with ex-clients with TBI and their families 
within … These reasons given by carers for their degree of satisfaction with services in this study …","AM O'Callaghan, L McAllister… - International Journal of …, 2011",Taylor & Francis,2011.0,,,,https://www.tandfonline.com/doi/abs/10.3109/17549507.2011.549240,,,,,Likely (PDF found),,https://researchoutput.csu.edu.au/files/8784110/23686manuscript.pdf,,,,,,,,10.3109/17549507.2011.549240,False,
Google Scholar,DOI,10.1097/htr.0b013e31825d6087,… of neurobehavioral impairment on family functioning and the psychological well-being of male versus female caregivers of relatives with severe traumatic brain injury …,"… 31 found no gender-related differences for caregivers on measures of satisfaction with life, 
negative care feelings, positive care feelings, and depression/anxiety. Therefore, to date, the …","MI Anderson, GK Simpson… - The Journal of head trauma …, 2013",journals.lww.com,2013.0,,,,https://journals.lww.com/headtraumarehab/FullText/2013/11000/The_Impact_of_Neurobehavioral_Impairment_on_Family.8.aspx,,,,,Likely (PDF found),,https://www.academia.edu/download/71104718/A_Contemporary_Model_for_Understanding_F20211003-24152-6prru3.pdf,,,,,,,,10.1097/htr.0b013e31825d6087,False,
Google Scholar,DOI,10.1037/rep0000632,… burden and anxiety for caregivers of veterans with traumatic brain injury and dementia: Randomized controlled trial of the resources for enhancing all caregivers' …,"Purpose/Objective: Caregivers of veterans with comorbid traumatic brain injury (TBI) and 
dementia face many challenges managing their loved ones’ neurobehavioral functioning and, …","LO Nichols, J Martindale-Adams, RT Seel… - Rehabilitation …, 2025",psycnet.apa.org,,,,,https://psycnet.apa.org/record/2026-45730-001,,,,,Likely (PDF found),,https://psycnet.apa.org/manuscript/2026-45730-001.pdf,,,,,,,,10.1037/rep0000632,False,
Google Scholar,DOI,10.1097/00001199-200108000-00007,Long-term life quality and family needs after traumatic brain injury,"… Respondents included 57 caregivers of persons with traumatic brain injury who were at least 
4 years … members' quality of life after injury relative to preinjury satisfaction. However, most …","SA Kolakowsky-Hayner, KD Miner… - The Journal of head …, 2001",journals.lww.com,2001.0,,,,https://journals.lww.com/headtraumarehab/fulltext/2001/08000/long_term_life_quality_and_family_needs_after.7.aspx,,,,,,,,,,,,278.0,,,10.1097/00001199-200108000-00007,False,
Google Scholar,DOI,10.1080/026990500120790,Cultural variations in the understanding of traumatic brain injury and brain injury rehabilitation,"… people from different cultures experience and understand traumatic brain injury (TBI) and … 
services to people with a traumatic brain injury and their families resident in the South Western …","G Simpson, R Mohr, A Redman - Brain injury, 2000",Taylor & Francis,2000.0,,,,https://www.tandfonline.com/doi/abs/10.1080/026990500120790,,,,,,,,,,,,137.0,,,10.1080/026990500120790,False,
Google Scholar,DOI,10.2466/pr0.2002.90.2.415,Severe traumatic brain injury: Some effects on family caregivers,"… The Family Environment Scale and the Profile of Mood States were completed by 25 individuals 
who had a family member with a severe traumatic brain injury… family member. In terms of …","GJ Boyle, S Haines - Psychological reports, 2002",journals.sagepub.com,2002.0,,,,https://journals.sagepub.com/doi/abs/10.2466/pr0.2002.90.2.415,,,,,Likely (PDF found),,https://www.researchgate.net/profile/Gregory-J-Boyle/publication/11312034_Severe_Traumatic_Brain_Injury_Some_Effects_on_Family_Caregivers/links/57bdb9bb08ae8021e046ae1c/Severe-Traumatic-Brain-Injury-Some-Effects-on-Family-Caregivers.pdf,,,,,,,,10.2466/pr0.2002.90.2.415,False,
Google Scholar,DOI,10.1097/00001199-199604000-00012,Psychosocial and emotional sequelae of individuals with traumatic brain injury: a literature review and recommendations,"… cause far greater stress for relatives and family members than do physical … experience TBI. 
The majority of this research evaluates anxiety and depression as reported by relatives, family …","MV Morton, P Wehman - Brain injury, 1995",Taylor & Francis,1996.0,,,,https://www.tandfonline.com/doi/abs/10.3109/02699059509004574,,,,,,,,,,,,695.0,,,10.1097/00001199-199604000-00012,False,
